orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
162590 :: 1004 :: 311897 :: 261794 :: 2011-02-09 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
162611 :: 1012 :: 313132 :: 245814 :: 2011-02-11 :: 1
162614 :: 1003 :: 311284 :: 273981 :: 2011-02-11 :: 1
162615 :: 1012 :: 313181 :: 262497 :: 2011-02-11 :: 1
162636 :: 1004 :: 309788 :: 231729 :: 2011-02-12 :: 1
162638 :: 1003 :: 307426 :: 263551 :: 2011-02-12 :: 1
162644 :: 1010 :: 304095 :: 226374 :: 2011-02-13 :: 1
162680 :: 1003 :: 304702 :: 260412 :: 2011-02-15 :: 1
162697 :: 1014 :: 309370 :: 243279 :: 2011-02-16 :: 1
162754 :: 1005 :: 311912 :: 243208 :: 2011-02-19 :: 1
162765 :: 1013 :: 307450 :: 212856 :: 2011-02-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
162784 :: 1003 :: 314997 :: 216013 :: 2011-02-21 :: 1
162799 :: 1015 :: 302272 :: 201186 :: 2011-02-22 :: 1
162800 :: 1001 :: 302753 :: 204377 :: 2011-02-23 :: 1
162813 :: 1014 :: 313561 :: 217041 :: 2011-02-24 :: 1
162821 :: 1001 :: 304648 :: 210757 :: 2011-02-24 :: 1
162833 :: 1012 :: 300063 :: 210978 :: 2011-02-25 :: 1
162842 :: 1001 :: 309054 :: 243034 :: 2011-02-25 :: 1
162843 :: 1011 :: 306504 :: 234227 :: 2011-02-25 :: 1
162880 :: 1001 :: 303970 :: 216822 :: 2011-02-27 :: 1
162898 :: 1018 :: 314784 :: 222490 :: 2011-02-28 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
162908 :: 1014 :: 306343 :: 242951 :: 2011-03-01 :: 1
162946 :: 1009 :: 312529 :: 216418 :: 2011-03-03 :: 1
162974 :: 1003 :: 311859 :: 261920 :: 2011-03-04 :: 1
162975 :: 1008 :: 301343 :: 259342 :: 2011-03-04 :: 1
162990 :: 1006 :: 313560 :: 238421 :: 2011-03-05 :: 1
162991 :: 1010 :: 307517 :: 220482 :: 2011-03-05 :: 1
162992 :: 1012 :: 307429 :: 200144 :: 2011-03-06 :: 1
163009 :: 1008 :: 302190 :: 207093 :: 2011-03-06 :: 1
163017 :: 1010 :: 302159 :: 201257 :: 2011-03-07 :: 1
163025 :: 1016 :: 302508 :: 242340 :: 2011-03-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
163037 :: 1001 :: 314861 :: 242341 :: 2011-03-08 :: 1
163055 :: 1006 :: 307459 :: 276383 :: 2011-03-09 :: 1
163097 :: 1002 :: 314811 :: 235695 :: 2011-03-12 :: 1
163106 :: 1007 :: 313368 :: 283344 :: 2011-03-12 :: 1
163118 :: 1017 :: 312644 :: 253277 :: 2011-03-13 :: 1
163123 :: 1006 :: 304462 :: 211281 :: 2011-03-13 :: 1
163137 :: 1014 :: 302441 :: 213466 :: 2011-03-14 :: 1
163147 :: 1001 :: 307171 :: 238739 :: 2011-03-15 :: 1
163153 :: 1007 :: 312336 :: 248002 :: 2011-03-15 :: 1
163164 :: 1009 :: 300648 :: 229258 :: 2011-03-15 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
163165 :: 1018 :: 313952 :: 224973 :: 2011-03-15 :: 1
163167 :: 1005 :: 312137 :: 277222 :: 2011-03-15 :: 1
163176 :: 1013 :: 313083 :: 231446 :: 2011-03-16 :: 1
163190 :: 1014 :: 309526 :: 239566 :: 2011-03-17 :: 1
163216 :: 1009 :: 310105 :: 260011 :: 2011-03-18 :: 1
163222 :: 1013 :: 301730 :: 218398 :: 2011-03-18 :: 1
163275 :: 1012 :: 300156 :: 264594 :: 2011-03-22 :: 1
163276 :: 1012 :: 301466 :: 273765 :: 2011-03-22 :: 1
163299 :: 1006 :: 300347 :: 201040 :: 2011-03-24 :: 1
163307 :: 1005 :: 306527 :: 257515 :: 2011-03-24 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
163322 :: 1010 :: 300380 :: 255191 :: 2011-03-25 :: 1
163339 :: 1016 :: 312640 :: 205004 :: 2011-03-26 :: 1
163356 :: 1018 :: 303590 :: 260819 :: 2011-03-27 :: 1
163367 :: 1002 :: 306585 :: 221559 :: 2011-03-28 :: 1
163397 :: 1010 :: 314962 :: 271066 :: 2011-03-30 :: 1
163410 :: 1018 :: 312328 :: 283231 :: 2011-03-31 :: 1
163414 :: 1010 :: 304317 :: 234131 :: 2011-04-01 :: 1
163426 :: 1003 :: 310564 :: 202737 :: 2011-04-01 :: 1
163451 :: 1012 :: 301773 :: 208213 :: 2011-04-03 :: 1
163453 :: 1004 :: 313368 :: 278331 :: 2011-04-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
163466 :: 1001 :: 303434 :: 258797 :: 2011-04-04 :: 1
163470 :: 1004 :: 310527 :: 267891 :: 2011-04-04 :: 1
163520 :: 1003 :: 305412 :: 278900 :: 2011-04-08 :: 1
163522 :: 1006 :: 305826 :: 203437 :: 2011-04-08 :: 1
163523 :: 1010 :: 312145 :: 232275 :: 2011-04-08 :: 1
163529 :: 1016 :: 300817 :: 247998 :: 2011-04-09 :: 1
163541 :: 1005 :: 308294 :: 220277 :: 2011-04-10 :: 1
163553 :: 1003 :: 308795 :: 211941 :: 2011-04-11 :: 1
163554 :: 1018 :: 313964 :: 215950 :: 2011-04-11 :: 1
163559 :: 1006 :: 307328 :: 284099 :: 2011-04-11 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
163584 :: 1007 :: 314873 :: 248004 :: 2011-04-12 :: 1
163618 :: 1005 :: 305734 :: 227270 :: 2011-04-15 :: 1
163624 :: 1011 :: 301840 :: 221447 :: 2011-04-15 :: 1
163630 :: 1017 :: 313200 :: 208742 :: 2011-04-15 :: 1
163632 :: 1006 :: 303256 :: 212278 :: 2011-04-15 :: 1
163633 :: 1006 :: 309808 :: 265097 :: 2011-04-15 :: 1
163665 :: 1017 :: 308369 :: 228879 :: 2011-04-18 :: 1
163687 :: 1014 :: 307892 :: 201171 :: 2011-04-19 :: 1
163705 :: 1011 :: 306002 :: 280237 :: 2011-04-20 :: 1
163746 :: 1006 :: 309639 :: 256420 :: 2011-04-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
163750 :: 1011 :: 307071 :: 213335 :: 2011-04-23 :: 1
163770 :: 1014 :: 314280 :: 219989 :: 2011-04-24 :: 1
163779 :: 1011 :: 313415 :: 241216 :: 2011-04-25 :: 1
163784 :: 1008 :: 311914 :: 223915 :: 2011-04-25 :: 1
163794 :: 1001 :: 304964 :: 227862 :: 2011-04-26 :: 1
163820 :: 1014 :: 304445 :: 251776 :: 2011-04-28 :: 1
163823 :: 1002 :: 305788 :: 278193 :: 2011-04-28 :: 1
163832 :: 1012 :: 303088 :: 281499 :: 2011-04-29 :: 1
163838 :: 1010 :: 308562 :: 228571 :: 2011-04-29 :: 1
163856 :: 1009 :: 302482 :: 204272 :: 2011-04-30 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
163866 :: 1010 :: 311806 :: 221686 :: 2011-05-01 :: 1
163890 :: 1006 :: 300662 :: 255967 :: 2011-05-03 :: 1
163897 :: 1002 :: 310465 :: 252182 :: 2011-05-04 :: 1
163927 :: 1001 :: 307736 :: 211178 :: 2011-05-06 :: 1
163951 :: 1015 :: 302268 :: 218340 :: 2011-05-08 :: 1
163955 :: 1003 :: 307319 :: 254617 :: 2011-05-08 :: 1
163979 :: 1014 :: 310940 :: 232131 :: 2011-05-09 :: 1
163982 :: 1014 :: 300026 :: 227995 :: 2011-05-09 :: 1
164007 :: 1008 :: 308597 :: 253489 :: 2011-05-10 :: 1
164018 :: 1009 :: 304430 :: 277253 :: 2011-05-11 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164031 :: 1004 :: 308619 :: 259180 :: 2011-05-12 :: 1
164044 :: 1017 :: 314326 :: 240162 :: 2011-05-13 :: 1
164045 :: 1008 :: 306639 :: 277701 :: 2011-05-13 :: 1
164046 :: 1001 :: 313135 :: 249501 :: 2011-05-13 :: 1
164074 :: 1012 :: 311012 :: 211707 :: 2011-05-15 :: 1
164097 :: 1001 :: 304085 :: 270740 :: 2011-05-16 :: 1
164178 :: 1016 :: 300234 :: 216361 :: 2011-05-22 :: 1
164199 :: 1012 :: 313692 :: 224062 :: 2011-05-23 :: 1
164204 :: 1008 :: 300397 :: 256891 :: 2011-05-24 :: 1
164208 :: 1009 :: 301323 :: 257478 :: 2011-05-24 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164218 :: 1013 :: 301381 :: 212263 :: 2011-05-25 :: 1
164227 :: 1001 :: 304579 :: 226747 :: 2011-05-26 :: 1
164242 :: 1008 :: 301118 :: 283665 :: 2011-05-26 :: 1
164262 :: 1013 :: 306866 :: 259139 :: 2011-05-28 :: 1
164282 :: 1008 :: 303118 :: 240676 :: 2011-05-30 :: 1
164297 :: 1015 :: 301930 :: 242129 :: 2011-05-31 :: 1
164315 :: 1001 :: 304162 :: 257955 :: 2011-06-01 :: 1
164320 :: 1005 :: 308305 :: 208459 :: 2011-06-02 :: 1
164328 :: 1011 :: 311673 :: 230437 :: 2011-06-02 :: 1
164336 :: 1007 :: 305115 :: 251360 :: 2011-06-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164354 :: 1009 :: 309289 :: 233817 :: 2011-06-04 :: 1
164358 :: 1008 :: 305528 :: 255310 :: 2011-06-04 :: 1
164360 :: 1005 :: 312478 :: 202775 :: 2011-06-05 :: 1
164372 :: 1015 :: 314232 :: 236350 :: 2011-06-05 :: 1
164374 :: 1015 :: 305249 :: 268726 :: 2011-06-05 :: 1
164382 :: 1018 :: 312931 :: 204581 :: 2011-06-06 :: 1
164385 :: 1007 :: 302209 :: 221680 :: 2011-06-06 :: 1
164404 :: 1007 :: 306629 :: 271800 :: 2011-06-07 :: 1
164418 :: 1007 :: 304786 :: 233277 :: 2011-06-08 :: 1
164425 :: 1008 :: 304880 :: 250657 :: 2011-06-09 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164428 :: 1014 :: 305059 :: 221806 :: 2011-06-09 :: 1
164429 :: 1008 :: 304409 :: 235480 :: 2011-06-09 :: 1
164438 :: 1007 :: 308543 :: 260412 :: 2011-06-10 :: 1
164440 :: 1015 :: 303257 :: 200597 :: 2011-06-10 :: 1
164441 :: 1001 :: 305991 :: 246991 :: 2011-06-10 :: 1
164450 :: 1018 :: 306000 :: 215217 :: 2011-06-10 :: 1
164452 :: 1013 :: 311578 :: 282478 :: 2011-06-10 :: 1
164464 :: 1001 :: 307619 :: 235569 :: 2011-06-11 :: 1
164471 :: 1018 :: 310520 :: 230393 :: 2011-06-12 :: 1
164475 :: 1007 :: 300293 :: 288871 :: 2011-06-12 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164481 :: 1008 :: 307700 :: 204196 :: 2011-06-12 :: 1
164496 :: 1015 :: 307001 :: 232364 :: 2011-06-14 :: 1
164562 :: 1008 :: 312176 :: 279376 :: 2011-06-18 :: 1
164564 :: 1017 :: 309896 :: 212063 :: 2011-06-18 :: 1
164591 :: 1001 :: 300225 :: 233625 :: 2011-06-20 :: 1
164645 :: 1001 :: 302392 :: 250579 :: 2011-06-23 :: 1
164654 :: 1007 :: 311132 :: 256951 :: 2011-06-24 :: 1
164674 :: 1003 :: 306975 :: 258673 :: 2011-06-25 :: 1
164681 :: 1011 :: 304647 :: 226759 :: 2011-06-26 :: 1
164682 :: 1005 :: 301949 :: 263016 :: 2011-06-26 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164688 :: 1017 :: 306891 :: 236688 :: 2011-06-26 :: 1
164702 :: 1005 :: 313235 :: 260836 :: 2011-06-27 :: 1
164721 :: 1010 :: 301407 :: 206337 :: 2011-06-28 :: 1
164732 :: 1009 :: 313369 :: 205199 :: 2011-06-29 :: 1
164740 :: 1018 :: 310121 :: 273214 :: 2011-06-29 :: 1
164743 :: 1010 :: 303182 :: 288552 :: 2011-06-29 :: 1
164767 :: 1018 :: 314274 :: 217613 :: 2011-07-01 :: 1
164775 :: 1009 :: 308464 :: 268351 :: 2011-07-01 :: 1
164788 :: 1010 :: 303559 :: 287954 :: 2011-07-02 :: 1
164813 :: 1010 :: 300654 :: 230393 :: 2011-07-04 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164827 :: 1005 :: 314292 :: 234144 :: 2011-07-05 :: 1
164859 :: 1015 :: 304293 :: 206891 :: 2011-07-07 :: 1
164867 :: 1012 :: 308147 :: 282304 :: 2011-07-07 :: 1
164869 :: 1005 :: 305136 :: 250658 :: 2011-07-07 :: 1
164882 :: 1003 :: 302902 :: 248211 :: 2011-07-08 :: 1
164889 :: 1001 :: 310944 :: 202682 :: 2011-07-09 :: 1
164902 :: 1008 :: 306135 :: 220337 :: 2011-07-10 :: 1
164904 :: 1017 :: 304575 :: 221362 :: 2011-07-10 :: 1
164906 :: 1005 :: 312468 :: 256837 :: 2011-07-10 :: 1
164911 :: 1017 :: 309668 :: 204771 :: 2011-07-10 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
164912 :: 1001 :: 313448 :: 221902 :: 2011-07-10 :: 1
164913 :: 1014 :: 308250 :: 285147 :: 2011-07-10 :: 1
164919 :: 1014 :: 313476 :: 257465 :: 2011-07-10 :: 1
164939 :: 1001 :: 314389 :: 243302 :: 2011-07-12 :: 1
164949 :: 1005 :: 302279 :: 216366 :: 2011-07-12 :: 1
164951 :: 1018 :: 309009 :: 209409 :: 2011-07-13 :: 1
164965 :: 1010 :: 303772 :: 266830 :: 2011-07-14 :: 1
165031 :: 1007 :: 313681 :: 249113 :: 2011-07-19 :: 1
165047 :: 1015 :: 313822 :: 230998 :: 2011-07-20 :: 1
165049 :: 1008 :: 313515 :: 220385 :: 2011-07-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
165060 :: 1003 :: 308363 :: 289513 :: 2011-07-21 :: 1
165064 :: 1014 :: 311720 :: 288771 :: 2011-07-21 :: 1
165079 :: 1005 :: 306963 :: 201983 :: 2011-07-22 :: 1
165090 :: 1018 :: 310146 :: 204534 :: 2011-07-23 :: 1
165111 :: 1018 :: 305500 :: 200639 :: 2011-07-24 :: 1
165121 :: 1007 :: 300775 :: 269531 :: 2011-07-25 :: 1
165123 :: 1008 :: 314679 :: 241305 :: 2011-07-25 :: 1
165163 :: 1003 :: 305574 :: 210443 :: 2011-07-28 :: 1
165177 :: 1013 :: 314927 :: 257171 :: 2011-07-29 :: 1
165187 :: 1017 :: 308439 :: 234714 :: 2011-07-30 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
165203 :: 1016 :: 310913 :: 272907 :: 2011-07-31 :: 1
165207 :: 1003 :: 304998 :: 217791 :: 2011-07-31 :: 1
165230 :: 1007 :: 307648 :: 215879 :: 2011-08-01 :: 1
165244 :: 1013 :: 314630 :: 280810 :: 2011-08-02 :: 1
165255 :: 1012 :: 312398 :: 213268 :: 2011-08-03 :: 1
165279 :: 1005 :: 304891 :: 220883 :: 2011-08-05 :: 1
165295 :: 1005 :: 302590 :: 283309 :: 2011-08-06 :: 1
165351 :: 1011 :: 304923 :: 231194 :: 2011-08-11 :: 1
165382 :: 1014 :: 312298 :: 218269 :: 2011-08-13 :: 1
165389 :: 1009 :: 304293 :: 269733 :: 2011-08-13 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
165390 :: 1003 :: 313428 :: 269130 :: 2011-08-13 :: 1
165400 :: 1008 :: 302185 :: 279818 :: 2011-08-14 :: 1
165425 :: 1001 :: 309350 :: 204298 :: 2011-08-16 :: 1
165443 :: 1013 :: 302110 :: 279033 :: 2011-08-17 :: 1
165451 :: 1016 :: 306688 :: 252652 :: 2011-08-17 :: 1
165459 :: 1006 :: 300950 :: 224558 :: 2011-08-17 :: 1
165499 :: 1017 :: 305755 :: 245184 :: 2011-08-20 :: 1
165521 :: 1003 :: 314296 :: 210505 :: 2011-08-21 :: 1
165547 :: 1005 :: 300111 :: 212584 :: 2011-08-23 :: 1
165552 :: 1001 :: 307453 :: 204981 :: 2011-08-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
165566 :: 1010 :: 310876 :: 201305 :: 2011-08-24 :: 1
165571 :: 1012 :: 307220 :: 255624 :: 2011-08-24 :: 1
165572 :: 1001 :: 313253 :: 239253 :: 2011-08-24 :: 1
165577 :: 1010 :: 300752 :: 207559 :: 2011-08-24 :: 1
165582 :: 1011 :: 306060 :: 201152 :: 2011-08-25 :: 1
165617 :: 1014 :: 302856 :: 231674 :: 2011-08-27 :: 1
165701 :: 1003 :: 314891 :: 270913 :: 2011-09-02 :: 1
165720 :: 1010 :: 301647 :: 282682 :: 2011-09-03 :: 1
165723 :: 1018 :: 308689 :: 219746 :: 2011-09-03 :: 1
165731 :: 1010 :: 311124 :: 276287 :: 2011-09-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
165755 :: 1006 :: 308473 :: 280933 :: 2011-09-05 :: 1
165757 :: 1010 :: 313256 :: 208565 :: 2011-09-05 :: 1
165762 :: 1015 :: 300068 :: 229396 :: 2011-09-06 :: 1
165770 :: 1002 :: 314381 :: 223099 :: 2011-09-06 :: 1
165821 :: 1005 :: 313457 :: 241121 :: 2011-09-09 :: 1
165828 :: 1008 :: 303868 :: 241398 :: 2011-09-10 :: 1
165866 :: 1010 :: 312036 :: 209587 :: 2011-09-12 :: 1
165888 :: 1011 :: 303825 :: 266066 :: 2011-09-13 :: 1
165893 :: 1010 :: 303493 :: 252059 :: 2011-09-13 :: 1
165898 :: 1003 :: 310915 :: 262980 :: 2011-09-14 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
165901 :: 1018 :: 304465 :: 218026 :: 2011-09-14 :: 1
165904 :: 1018 :: 307194 :: 289408 :: 2011-09-14 :: 1
165940 :: 1008 :: 307042 :: 207857 :: 2011-09-16 :: 1
165943 :: 1012 :: 306306 :: 223329 :: 2011-09-17 :: 1
165964 :: 1007 :: 305906 :: 240826 :: 2011-09-18 :: 1
165966 :: 1004 :: 303935 :: 235634 :: 2011-09-18 :: 1
165996 :: 1003 :: 304274 :: 204025 :: 2011-09-20 :: 1
166003 :: 1010 :: 305263 :: 234957 :: 2011-09-20 :: 1
166011 :: 1011 :: 301521 :: 201727 :: 2011-09-21 :: 1
166029 :: 1001 :: 301540 :: 219771 :: 2011-09-22 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
166031 :: 1014 :: 303544 :: 259557 :: 2011-09-22 :: 1
166038 :: 1005 :: 313881 :: 252523 :: 2011-09-23 :: 1
166041 :: 1002 :: 300773 :: 256915 :: 2011-09-23 :: 1
166048 :: 1012 :: 304915 :: 207947 :: 2011-09-23 :: 1
166056 :: 1002 :: 314138 :: 241361 :: 2011-09-24 :: 1
166063 :: 1014 :: 304237 :: 288279 :: 2011-09-25 :: 1
166079 :: 1013 :: 307573 :: 205541 :: 2011-09-27 :: 1
166082 :: 1001 :: 312064 :: 232808 :: 2011-09-27 :: 1
166086 :: 1008 :: 305453 :: 211351 :: 2011-09-27 :: 1
166132 :: 1004 :: 306397 :: 217447 :: 2011-09-30 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
166147 :: 1016 :: 307237 :: 267829 :: 2011-10-01 :: 1
166170 :: 1009 :: 307213 :: 289899 :: 2011-10-02 :: 1
166176 :: 1003 :: 314884 :: 208732 :: 2011-10-03 :: 1
166212 :: 1001 :: 302689 :: 256791 :: 2011-10-05 :: 1
166234 :: 1012 :: 314700 :: 286754 :: 2011-10-06 :: 1
166235 :: 1001 :: 308831 :: 205687 :: 2011-10-06 :: 1
166243 :: 1007 :: 308629 :: 222284 :: 2011-10-07 :: 1
166247 :: 1006 :: 304198 :: 240347 :: 2011-10-07 :: 1
166249 :: 1007 :: 308947 :: 203505 :: 2011-10-07 :: 1
166263 :: 1018 :: 308262 :: 272291 :: 2011-10-09 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
166274 :: 1012 :: 308191 :: 263087 :: 2011-10-09 :: 1
166293 :: 1012 :: 303655 :: 206839 :: 2011-10-11 :: 1
166298 :: 1004 :: 305211 :: 247139 :: 2011-10-11 :: 1
166393 :: 1004 :: 301281 :: 271386 :: 2011-10-16 :: 1
166397 :: 1012 :: 307553 :: 258889 :: 2011-10-16 :: 1
166398 :: 1010 :: 310284 :: 258068 :: 2011-10-16 :: 1
166409 :: 1013 :: 310282 :: 205687 :: 2011-10-17 :: 1
166422 :: 1002 :: 313070 :: 202079 :: 2011-10-18 :: 1
166447 :: 1003 :: 311999 :: 281970 :: 2011-10-20 :: 1
166449 :: 1006 :: 313167 :: 275342 :: 2011-10-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
166477 :: 1003 :: 306695 :: 234408 :: 2011-10-22 :: 1
166507 :: 1011 :: 311502 :: 203036 :: 2011-10-24 :: 1
166530 :: 1002 :: 305736 :: 216791 :: 2011-10-25 :: 1
166539 :: 1001 :: 301363 :: 218075 :: 2011-10-26 :: 1
166567 :: 1009 :: 314997 :: 228831 :: 2011-10-28 :: 1
166608 :: 1016 :: 306610 :: 277299 :: 2011-10-30 :: 1
166611 :: 1010 :: 314284 :: 275072 :: 2011-10-31 :: 1
166633 :: 1005 :: 306511 :: 208633 :: 2011-11-01 :: 1
166647 :: 1005 :: 306812 :: 289231 :: 2011-11-02 :: 1
166657 :: 1004 :: 311492 :: 260077 :: 2011-11-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
166667 :: 1007 :: 303793 :: 211693 :: 2011-11-03 :: 1
166680 :: 1013 :: 310234 :: 255310 :: 2011-11-04 :: 1
166692 :: 1005 :: 306482 :: 264020 :: 2011-11-05 :: 1
166713 :: 1008 :: 307012 :: 215216 :: 2011-11-07 :: 1
166717 :: 1013 :: 301894 :: 248890 :: 2011-11-07 :: 1
166723 :: 1001 :: 307054 :: 259664 :: 2011-11-08 :: 1
166730 :: 1015 :: 312673 :: 272254 :: 2011-11-08 :: 1
166752 :: 1003 :: 306880 :: 274643 :: 2011-11-09 :: 1
166767 :: 1016 :: 302814 :: 267753 :: 2011-11-10 :: 1
166771 :: 1002 :: 301108 :: 260561 :: 2011-11-10 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
166782 :: 1007 :: 312190 :: 255057 :: 2011-11-11 :: 1
166797 :: 1015 :: 313580 :: 247552 :: 2011-11-12 :: 1
166818 :: 1008 :: 301476 :: 229699 :: 2011-11-13 :: 1
166819 :: 1013 :: 311259 :: 203897 :: 2011-11-13 :: 1
166831 :: 1006 :: 302178 :: 265822 :: 2011-11-14 :: 1
166863 :: 1012 :: 312613 :: 234116 :: 2011-11-16 :: 1
166877 :: 1013 :: 313906 :: 217969 :: 2011-11-17 :: 1
166887 :: 1004 :: 308921 :: 213469 :: 2011-11-17 :: 1
166905 :: 1013 :: 306824 :: 256211 :: 2011-11-18 :: 1
166919 :: 1010 :: 308016 :: 223946 :: 2011-11-19 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
166950 :: 1017 :: 302324 :: 261576 :: 2011-11-21 :: 1
166976 :: 1009 :: 305831 :: 255885 :: 2011-11-23 :: 1
166979 :: 1003 :: 309495 :: 262284 :: 2011-11-23 :: 1
166991 :: 1011 :: 306668 :: 255564 :: 2011-11-24 :: 1
166992 :: 1018 :: 307138 :: 261246 :: 2011-11-24 :: 1
167003 :: 1010 :: 308047 :: 289174 :: 2011-11-24 :: 1
167009 :: 1001 :: 313068 :: 207494 :: 2011-11-25 :: 1
167022 :: 1014 :: 300149 :: 206887 :: 2011-11-26 :: 1
167025 :: 1004 :: 308672 :: 253977 :: 2011-11-26 :: 1
167044 :: 1012 :: 305692 :: 215181 :: 2011-11-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
167053 :: 1009 :: 300205 :: 224597 :: 2011-11-28 :: 1
167059 :: 1001 :: 313739 :: 267210 :: 2011-11-28 :: 1
167078 :: 1011 :: 314468 :: 242744 :: 2011-11-30 :: 1
167079 :: 1007 :: 300030 :: 238292 :: 2011-11-30 :: 1
167091 :: 1011 :: 309533 :: 243299 :: 2011-11-30 :: 1
167114 :: 1013 :: 309197 :: 251535 :: 2011-12-02 :: 1
167128 :: 1012 :: 311717 :: 288833 :: 2011-12-03 :: 1
167137 :: 1008 :: 314107 :: 203791 :: 2011-12-03 :: 1
167148 :: 1012 :: 301816 :: 216490 :: 2011-12-04 :: 1
167152 :: 1009 :: 310851 :: 280893 :: 2011-12-04 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
167177 :: 1018 :: 303563 :: 266090 :: 2011-12-06 :: 1
167196 :: 1006 :: 308570 :: 266415 :: 2011-12-07 :: 1
167200 :: 1002 :: 310105 :: 215747 :: 2011-12-07 :: 1
167204 :: 1018 :: 306915 :: 203586 :: 2011-12-08 :: 1
167210 :: 1001 :: 309895 :: 275422 :: 2011-12-08 :: 1
167221 :: 1009 :: 300280 :: 241047 :: 2011-12-09 :: 1
167222 :: 1016 :: 304529 :: 205144 :: 2011-12-09 :: 1
167227 :: 1010 :: 306321 :: 242922 :: 2011-12-09 :: 1
167234 :: 1016 :: 310360 :: 229614 :: 2011-12-10 :: 1
167326 :: 1001 :: 302321 :: 282228 :: 2011-12-16 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
167332 :: 1012 :: 305896 :: 277701 :: 2011-12-17 :: 1
167358 :: 1014 :: 312212 :: 219949 :: 2011-12-19 :: 1
167365 :: 1003 :: 307534 :: 235205 :: 2011-12-20 :: 1
167376 :: 1016 :: 300185 :: 223376 :: 2011-12-20 :: 1
167382 :: 1006 :: 304107 :: 252960 :: 2011-12-21 :: 1
167399 :: 1008 :: 304071 :: 203801 :: 2011-12-22 :: 1
167407 :: 1012 :: 314098 :: 257041 :: 2011-12-22 :: 1
167417 :: 1005 :: 303323 :: 285838 :: 2011-12-22 :: 1
167452 :: 1011 :: 306488 :: 275533 :: 2011-12-25 :: 1
167478 :: 1012 :: 302805 :: 208508 :: 2011-12-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
167512 :: 1016 :: 304861 :: 223152 :: 2011-12-29 :: 1
167527 :: 1015 :: 307076 :: 227501 :: 2011-12-31 :: 1
167553 :: 1010 :: 301556 :: 206717 :: 2012-01-02 :: 1
